ph,turbidity,tds,chlorine,fluoride,nitrate,coliform,temperature,symptom_diarrhea_count,symptom_vomiting_count,symptom_fever_count,symptom_abdominal_pain_count,symptom_jaundice_count,symptom_dehydration_count,symptom_fatigue_count,symptom_nausea_count,symptom_headache_count,mild_case_count,moderate_case_count,severe_case_count,critical_case_count,symptoms_list,disease_outbreak_label,symptom_abdominal_cramps_count,symptom_loss_of_appetite_count,mild_case,moderate_case,severe_case,critical_case,district_Dibrugarh,district_Jorhat,district_Kamrup Metro,district_Sonitpur,primary_water_source_Municipal tap water,primary_water_source_Pond water,primary_water_source_River water,primary_water_source_Tube well,primary_water_source_Well water
7.22,5.3,51,0.61,0.16,2,4,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.85,26.2,69,0.21,0.42,18,49,20.9,6,0,6,6,7,1,13,17,5,37,9,6,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.19,21.2,303,0.63,0.5,36,34,27.2,0,0,15,5,0,3,18,1,12,29,11,7,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.11,1.5,98,1.16,0.43,4,3,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.38,44.6,176,0.37,0.26,6,362,25.6,5,12,2,12,0,4,9,4,3,26,10,4,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.79,70.2,299,0.25,0.45,23,583,27.4,12,10,4,8,0,7,2,10,2,26,17,3,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
6.82,25.3,197,0.12,0.31,1,183,24.7,6,8,1,2,0,4,2,0,6,12,5,1,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
6.86,117.3,381,0.15,0.22,8,229,18.5,8,14,4,12,0,11,8,12,0,41,23,7,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.88,52.9,157,0.08,0.32,6,75,27.4,4,12,5,10,0,4,6,5,3,26,13,5,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.05,22.2,191,0.07,0.64,21,56,24.0,4,5,3,4,8,0,5,5,5,17,12,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.35,22.6,222,0.13,0.7,57,117,26.7,5,1,22,5,0,3,18,10,2,42,12,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.99,36.5,448,0.08,0.37,2,202,19.6,11,5,6,3,0,6,7,3,0,21,9,4,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.83,13.0,63,0.14,0.23,11,108,25.0,1,6,10,2,10,1,7,8,0,18,9,6,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.51,20.2,222,0.71,0.17,60,27,21.9,1,0,15,11,0,0,17,1,8,25,18,4,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.22,1.8,126,0.79,0.39,1,3,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.09,25.4,366,0.48,0.51,1,117,27.7,5,7,6,4,0,5,9,6,1,17,8,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.41,13.7,206,0.53,0.23,3,207,23.9,8,3,4,6,0,5,4,4,5,18,10,2,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.01,22.0,261,0.23,0.23,5,163,21.5,14,2,0,4,0,11,3,6,4,26,9,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.06,21.0,154,0.45,0.1,31,120,27.4,6,0,20,12,0,1,7,2,10,27,10,3,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.42,38.8,379,0.35,0.23,5,235,20.0,2,18,8,17,0,5,6,3,0,30,16,4,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.09,42.8,329,0.3,0.4,5,112,21.1,6,6,1,2,0,5,10,4,4,22,9,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.37,28.7,204,0.42,0.36,9,280,26.7,9,13,8,7,0,10,9,14,5,44,16,10,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
6.31,36.1,175,0.13,0.39,21,629,24.6,10,7,3,7,0,7,3,2,5,20,7,4,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.08,21.2,198,0.33,0.41,23,110,26.0,2,1,6,1,29,3,15,17,1,42,17,7,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.56,10.5,181,0.38,0.47,8,52,18.0,3,5,5,5,8,4,16,10,2,39,18,5,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.4,10.6,207,0.54,0.51,5,169,20.2,17,2,3,8,0,9,8,1,2,31,8,2,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.35,23.1,65,0.07,0.22,15,120,27.3,5,5,5,2,16,3,17,17,4,50,25,7,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.69,42.2,439,0.33,0.22,28,435,22.7,19,9,3,5,0,7,5,8,0,34,16,6,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
8.45,36.9,723,0.27,0.67,20,426,24.9,15,13,0,4,0,16,4,1,4,27,10,3,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.35,17.1,119,0.39,0.58,8,281,23.8,9,6,1,4,0,12,10,4,3,24,13,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.55,1.8,116,1.0,0.14,6,8,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
6.89,26.9,298,0.24,0.29,31,33,20.5,0,2,8,7,0,5,3,10,3,16,12,2,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.47,20.9,131,0.32,0.41,8,134,24.9,6,1,2,2,27,1,17,12,2,36,18,4,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.06,25.5,592,0.41,0.29,70,121,25.3,6,6,7,17,0,1,8,2,3,23,15,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
8.47,46.1,290,0.21,0.55,13,574,23.0,22,8,4,8,0,13,9,5,0,45,22,7,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.19,23.3,193,0.3,0.16,16,63,24.0,4,2,2,7,25,5,16,9,4,48,17,9,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.21,5.8,53,0.95,0.24,6,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.06,11.4,166,0.34,0.3,21,143,18.0,0,5,2,5,22,0,6,4,4,32,12,5,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.34,16.0,380,0.79,0.48,57,143,22.6,4,4,12,16,0,1,16,9,10,48,20,3,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
6.96,59.3,335,0.07,0.51,24,685,19.3,26,4,1,7,0,12,4,10,2,45,11,9,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.11,4.1,72,0.66,0.58,5,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
6.99,25.2,107,0.35,0.28,21,64,23.8,2,2,7,3,19,3,9,14,6,29,15,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.19,59.4,569,0.17,0.63,27,560,19.5,8,12,2,10,0,20,4,4,5,36,14,7,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.17,7.9,81,0.88,0.13,6,6,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.35,23.5,421,0.09,0.55,9,102,21.4,5,8,6,5,0,9,9,6,4,26,13,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.43,33.4,278,0.37,0.69,4,142,24.7,20,0,1,6,0,7,4,5,0,19,14,4,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.58,81.6,411,0.43,0.33,5,349,27.3,3,7,2,11,0,9,3,9,1,18,14,3,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.36,24.8,581,0.43,0.33,63,26,25.5,2,1,21,8,0,6,13,10,10,36,17,8,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.43,35.8,326,0.3,0.7,1,149,18.7,8,5,6,6,0,4,5,1,0,18,7,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
6.16,76.4,735,0.23,0.48,5,582,27.3,10,11,1,2,0,20,3,7,5,27,19,3,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.97,93.9,347,0.35,0.44,2,67,27.9,4,15,1,15,0,2,7,8,2,25,9,3,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.0,18.0,125,0.37,0.29,2,108,21.1,11,6,2,4,0,5,6,5,4,24,12,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
6.99,2.9,94,0.75,0.13,3,8,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.1,23.8,263,0.75,0.19,68,90,24.1,3,6,12,7,0,6,10,2,10,24,13,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
6.1,52.8,562,0.15,0.38,25,378,26.7,28,15,4,3,0,19,8,3,1,55,14,6,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.05,46.9,257,0.06,0.46,9,128,18.0,14,2,0,1,0,3,8,2,2,21,6,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.39,5.9,143,0.6,0.47,0,6,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
6.84,14.6,146,0.05,0.54,8,129,24.6,0,0,5,7,25,5,20,17,1,53,16,8,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.1,3.9,146,0.43,0.27,3,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.13,12.8,278,0.22,0.41,69,46,18.5,3,3,21,12,0,3,20,4,8,44,16,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
6.97,28.1,726,0.17,0.24,13,503,22.7,19,10,2,8,0,10,6,4,1,34,13,5,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.51,3.9,93,1.2,0.54,7,5,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.46,39.2,588,0.42,0.12,9,340,21.0,4,20,5,17,0,7,7,15,1,32,20,7,3,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
6.85,2.8,81,0.62,0.43,1,7,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
6.84,43.6,267,0.1,0.31,5,201,18.9,9,5,4,7,0,8,6,3,0,19,8,5,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.11,16.9,95,0.19,0.17,8,33,23.3,0,4,3,2,26,0,9,18,2,28,13,6,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.19,10.5,264,0.29,0.28,7,97,20.9,20,1,5,3,0,12,8,4,6,31,12,5,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.1,3.0,31,1.16,0.17,2,1,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
8.47,73.2,493,0.18,0.21,12,269,24.0,21,11,3,8,0,20,6,7,3,46,26,7,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.42,25.0,243,0.32,0.63,5,122,22.3,13,6,2,3,0,11,5,2,6,30,12,5,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.15,6.4,119,0.92,0.6,7,4,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.2,26.2,346,0.21,0.59,1,238,20.4,15,2,0,3,0,4,9,6,3,21,11,4,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.32,12.3,414,0.68,0.44,46,43,22.8,3,2,25,18,0,0,6,7,11,32,14,4,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.37,31.7,598,0.22,0.28,31,53,18.1,5,4,21,12,0,1,18,8,7,32,14,8,3,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.57,19.8,133,0.3,0.59,9,99,21.9,1,5,6,1,7,6,8,10,1,19,11,2,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.56,13.7,120,0.06,0.44,5,221,27.4,11,5,4,4,0,2,1,2,0,11,8,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.09,4.2,42,0.43,0.33,0,6,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
8.47,40.5,188,0.28,0.23,22,529,21.1,26,8,1,9,0,14,9,9,6,51,20,4,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.28,6.4,80,0.16,0.38,15,123,26.7,1,5,8,5,18,1,16,5,6,33,13,5,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.23,10.5,347,0.35,0.27,56,45,21.9,4,1,23,16,0,2,5,3,2,28,9,7,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.72,42.1,777,0.0,0.32,29,768,18.2,11,11,0,5,0,12,3,4,3,22,11,4,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
6.14,25.0,382,0.2,0.66,29,375,25.9,11,13,0,7,0,18,4,4,0,36,12,5,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
6.81,28.5,318,0.15,0.16,31,90,24.6,1,5,19,13,0,1,7,3,4,34,16,7,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
6.84,47.9,355,0.02,0.69,10,255,27.8,30,7,3,5,0,5,10,1,1,43,11,3,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.08,26.7,61,0.16,0.39,12,125,21.3,0,0,8,0,20,3,8,15,0,21,18,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.22,2.1,136,0.47,0.32,6,6,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.09,17.5,484,0.36,0.37,3,274,22.6,17,0,5,1,0,8,5,6,5,21,8,6,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.58,55.7,367,0.04,0.61,14,451,25.4,8,15,1,9,0,19,8,1,0,36,10,3,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.53,105.2,148,0.15,0.28,7,325,21.1,12,11,5,8,0,12,6,15,3,36,12,7,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.2,5.1,414,0.52,0.61,49,125,25.1,1,5,9,15,0,0,19,8,10,36,18,7,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.46,37.3,446,0.06,0.55,5,234,27.4,11,6,0,8,0,8,4,6,1,20,11,5,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
6.86,14.6,191,0.36,0.36,15,33,20.2,0,2,3,4,11,3,12,6,4,20,13,5,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
8.49,57.8,191,0.4,0.65,26,522,18.2,20,15,2,6,0,6,4,6,4,38,19,6,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.22,40.8,767,0.25,0.45,29,704,26.8,16,9,1,2,0,6,2,10,6,33,13,4,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.45,11.7,190,0.09,0.33,8,86,20.3,0,1,6,2,11,5,19,17,2,35,17,4,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.16,5.9,159,0.19,0.45,12,55,18.1,5,5,9,8,17,3,12,9,0,43,18,5,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.29,20.0,188,0.29,0.66,12,118,21.9,6,5,7,0,16,6,15,16,6,40,23,9,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
6.93,7.9,126,0.07,0.62,14,30,26.5,2,6,7,0,15,2,16,6,2,22,17,6,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.27,42.3,130,0.59,0.1,6,88,20.5,18,3,5,8,0,6,7,2,4,25,9,5,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.35,13.3,51,0.33,0.42,14,88,26.4,6,5,5,4,23,3,12,14,5,39,24,4,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
6.92,44.3,491,0.41,0.52,4,247,23.4,14,7,3,1,0,8,9,6,0,29,16,4,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.17,87.9,389,0.09,0.5,4,366,27.7,7,6,6,10,0,6,4,6,2,27,7,3,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
7.41,77.4,190,0.15,0.13,18,357,21.1,25,13,3,2,0,13,4,6,1,40,22,6,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.29,27.8,363,0.38,0.13,2,158,23.6,12,4,6,3,0,12,1,1,0,16,13,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
8.01,38.7,340,0.18,0.36,9,553,27.4,24,14,2,2,0,20,5,9,5,45,24,10,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
6.9,21.6,163,0.18,0.5,9,62,22.7,4,5,2,5,22,1,10,8,0,31,12,6,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.23,49.4,694,0.3,0.6,17,317,21.7,27,9,0,8,0,13,4,4,6,46,11,9,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.08,5.4,115,0.87,0.28,4,3,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
6.9,35.4,509,0.31,0.48,21,562,18.7,25,6,0,5,0,5,2,4,1,27,15,6,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.19,7.6,143,0.65,0.5,4,9,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
6.95,47.5,411,0.15,0.57,21,341,27.2,14,4,2,3,0,5,3,7,3,19,12,2,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.0,66.2,340,0.24,0.22,5,117,23.2,4,18,8,4,0,9,4,10,3,34,15,6,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
6.93,48.7,328,0.2,0.11,6,195,23.3,8,8,3,8,0,8,6,4,1,24,14,6,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.49,15.1,257,0.37,0.55,9,266,24.4,17,1,1,8,0,12,8,6,6,30,16,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.59,34.2,382,0.27,0.67,20,494,21.6,19,4,4,8,0,7,6,10,6,42,9,8,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.23,24.1,179,0.32,0.56,51,122,27.5,3,1,16,11,0,0,17,1,7,27,10,7,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.47,24.6,164,0.13,0.45,21,140,25.0,2,4,2,8,20,0,6,11,0,32,16,6,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.28,56.8,223,0.15,0.53,3,50,26.5,9,13,3,19,0,2,5,8,1,30,12,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.06,63.8,567,0.12,0.23,7,63,20.8,6,16,3,5,0,7,5,12,0,36,18,7,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.35,10.3,87,0.09,0.45,18,47,21.1,1,3,10,4,21,2,20,12,1,38,25,9,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.39,84.7,505,0.47,0.53,7,112,19.7,2,15,2,5,0,10,4,2,2,20,8,3,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.28,10.9,346,0.3,0.58,57,23,19.4,2,0,24,14,0,2,3,9,12,40,15,5,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.39,2.5,97,0.62,0.29,7,8,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.22,29.6,139,0.3,0.7,13,72,22.9,2,4,8,7,10,1,20,18,4,34,11,7,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.47,32.3,110,0.11,0.34,2,96,26.7,18,1,4,2,0,6,9,5,3,23,9,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.54,7.5,71,0.82,0.21,7,9,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.47,104.3,420,0.16,0.5,7,316,21.2,2,21,1,19,0,6,6,2,2,36,19,5,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.31,27.0,161,0.62,0.38,51,137,26.5,1,6,23,17,0,2,9,2,10,33,23,9,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.23,23.7,128,0.13,0.57,62,149,19.8,1,1,13,16,0,3,5,9,7,38,13,3,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
6.9,15.4,159,0.18,0.51,19,53,22.2,6,2,9,2,28,3,11,17,1,46,18,5,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.21,116.1,247,0.15,0.36,4,311,27.6,10,25,7,5,0,8,1,9,1,29,17,5,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.23,35.3,341,0.1,0.4,6,228,27.0,18,6,6,1,0,11,2,1,6,28,8,5,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
